# 1 Minute Academy topics catalog
# Generated: 2026-01-01T00:00:01.000Z
# Site: http://localhost:5173
# Format: TSV
id	title	description	url	subject	subcategory	is_free	updatedAt
communication--body-language--t-display-rules-when-to-show-emotion	Display Rules: When to Show Emotion	A fast breakdown of Display Rules: When to Show Emotion for builders.	http://localhost:5173/topic/communication--body-language--t-display-rules-when-to-show-emotion	Communication	Body Language Decoded	pro	2026-01-01T00:00:01.000Z
communication--body-language--t-ekman-s-six-universal-emotions	Ekman's Six Universal Emotions	A short lesson to help you apply Ekman's Six Universal Emotions.	http://localhost:5173/topic/communication--body-language--t-ekman-s-six-universal-emotions	Communication	Body Language Decoded	free	2026-01-01T00:00:01.000Z
communication--body-language--t-eye-contact-the-social-glue	Eye Contact: The Social Glue	A short lesson to help you apply Eye Contact: The Social Glue.	http://localhost:5173/topic/communication--body-language--t-eye-contact-the-social-glue	Communication	Body Language Decoded	pro	2026-01-01T00:00:01.000Z
communication--body-language--t-gender-differences-in-body-language	Gender Differences in Body Language	A 1-minute de-risking session on Gender Differences in Body Language.	http://localhost:5173/topic/communication--body-language--t-gender-differences-in-body-language	Communication	Body Language Decoded	pro	2026-01-01T00:00:01.000Z
communication--body-language--t-gestures-that-don-t-translate	Gestures That Don't Translate	A 1-minute de-risking session on Gestures That Don't Translate.	http://localhost:5173/topic/communication--body-language--t-gestures-that-don-t-translate	Communication	Body Language Decoded	free	2026-01-01T00:00:01.000Z
communication--body-language--t-haptics-the-handshake-as-first-impression	Haptics: The Handshake as First Impression	A micro-lesson that makes Haptics: The Handshake as First Impression usable.	http://localhost:5173/topic/communication--body-language--t-haptics-the-handshake-as-first-impression	Communication	Body Language Decoded	pro	2026-01-01T00:00:01.000Z
communication--body-language--t-head-tilts-nods-and-shakes	Head Tilts, Nods, and Shakes	A short lesson to help you apply Head Tilts, Nods, and Shakes.	http://localhost:5173/topic/communication--body-language--t-head-tilts-nods-and-shakes	Communication	Body Language Decoded	pro	2026-01-01T00:00:01.000Z
communication--body-language--t-high-contact-vs-low-contact-cultures	High-Contact vs. Low-Contact Cultures	A fast breakdown of High-Contact vs. Low-Contact Cultures for builders.	http://localhost:5173/topic/communication--body-language--t-high-contact-vs-low-contact-cultures	Communication	Body Language Decoded	pro	2026-01-01T00:00:01.000Z
communication--body-language--t-illustrators-gestures-that-amplify-speech	Illustrators: Gestures That Amplify Speech	A quick win: understand Illustrators: Gestures That Amplify Speech.	http://localhost:5173/topic/communication--body-language--t-illustrators-gestures-that-amplify-speech	Communication	Body Language Decoded	pro	2026-01-01T00:00:01.000Z
communication--body-language--t-microexpressions-emotions-in-a-flash	Microexpressions: Emotions in a Flash	One-minute skill: Microexpressions: Emotions in a Flash.	http://localhost:5173/topic/communication--body-language--t-microexpressions-emotions-in-a-flash	Communication	Body Language Decoded	pro	2026-01-01T00:00:01.000Z
communication--body-language--t-mirror-neurons-and-unconscious-mimicry	Mirror Neurons and Unconscious Mimicry	A tiny lesson with a big payoff: Mirror Neurons and Unconscious Mimicry.	http://localhost:5173/topic/communication--body-language--t-mirror-neurons-and-unconscious-mimicry	Communication	Body Language Decoded	pro	2026-01-01T00:00:01.000Z
communication--body-language--t-nonverbal-leakage-when-the-body-betrays-you	Nonverbal Leakage: When the Body Betrays You	Learn Nonverbal Leakage: When the Body Betrays You in one minute.	http://localhost:5173/topic/communication--body-language--t-nonverbal-leakage-when-the-body-betrays-you	Communication	Body Language Decoded	pro	2026-01-01T00:00:01.000Z
communication--body-language--t-open-vs-closed-posture	Open vs. Closed Posture	A quick, practical guide to Open vs. Closed Posture.	http://localhost:5173/topic/communication--body-language--t-open-vs-closed-posture	Communication	Body Language Decoded	pro	2026-01-01T00:00:01.000Z
communication--body-language--t-pacifying-behaviors-under-stress	Pacifying Behaviors Under Stress	A 1-minute de-risking session on Pacifying Behaviors Under Stress.	http://localhost:5173/topic/communication--body-language--t-pacifying-behaviors-under-stress	Communication	Body Language Decoded	pro	2026-01-01T00:00:01.000Z
communication--body-language--t-power-poses-myth-or-science	Power Poses: Myth or Science?	A 60-second lesson on Power Poses: Myth or Science?.	http://localhost:5173/topic/communication--body-language--t-power-poses-myth-or-science	Communication	Body Language Decoded	free	2026-01-01T00:00:01.000Z
communication--body-language--t-proxemics-the-four-distance-zones	Proxemics: The Four Distance Zones	Learn Proxemics: The Four Distance Zones in one minute.	http://localhost:5173/topic/communication--body-language--t-proxemics-the-four-distance-zones	Communication	Body Language Decoded	free	2026-01-01T00:00:01.000Z
communication--body-language--t-seating-arrangements-and-power-dynamics	Seating Arrangements and Power Dynamics	A 60-second lesson on Seating Arrangements and Power Dynamics.	http://localhost:5173/topic/communication--body-language--t-seating-arrangements-and-power-dynamics	Communication	Body Language Decoded	pro	2026-01-01T00:00:01.000Z
communication--body-language--t-territorial-behavior-in-humans	Territorial Behavior in Humans	Learn Territorial Behavior in Humans in one minute.	http://localhost:5173/topic/communication--body-language--t-territorial-behavior-in-humans	Communication	Body Language Decoded	pro	2026-01-01T00:00:01.000Z
communication--body-language--t-the-93-myth-words-vs-body-language	The 93% Myth: Words vs. Body Language	A tiny lesson with a big payoff: The 93% Myth: Words vs. Body Language.	http://localhost:5173/topic/communication--body-language--t-the-93-myth-words-vs-body-language	Communication	Body Language Decoded	free	2026-01-01T00:00:01.000Z
communication--body-language--t-the-duchenne-smile-real-vs-fake	The Duchenne Smile: Real vs. Fake	A micro-lesson that makes The Duchenne Smile: Real vs. Fake usable.	http://localhost:5173/topic/communication--body-language--t-the-duchenne-smile-real-vs-fake	Communication	Body Language Decoded	pro	2026-01-01T00:00:01.000Z
communication--body-language--t-the-polygraph-controversy	The Polygraph Controversy	Learn The Polygraph Controversy in one minute.	http://localhost:5173/topic/communication--body-language--t-the-polygraph-controversy	Communication	Body Language Decoded	pro	2026-01-01T00:00:01.000Z
communication--body-language--t-the-psychology-of-touch	The Psychology of Touch	A quick win: understand The Psychology of Touch.	http://localhost:5173/topic/communication--body-language--t-the-psychology-of-touch	Communication	Body Language Decoded	pro	2026-01-01T00:00:01.000Z
communication--body-language--t-the-steeple-the-confidence-gesture	The Steeple: The Confidence Gesture	A quick win: understand The Steeple: The Confidence Gesture.	http://localhost:5173/topic/communication--body-language--t-the-steeple-the-confidence-gesture	Communication	Body Language Decoded	pro	2026-01-01T00:00:01.000Z
communication--body-language--t-verbal-and-nonverbal-mismatch	Verbal and Nonverbal Mismatch	A tiny lesson with a big payoff: Verbal and Nonverbal Mismatch.	http://localhost:5173/topic/communication--body-language--t-verbal-and-nonverbal-mismatch	Communication	Body Language Decoded	pro	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-apology-science-what-actually-works	Apology Science: What Actually Works	A quick, practical guide to Apology Science: What Actually Works.	http://localhost:5173/topic/communication--conflict-resolution--t-apology-science-what-actually-works	Communication	Conflict Resolution	pro	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-batna-your-best-alternative	BATNA: Your Best Alternative	Learn BATNA: Your Best Alternative in one minute.	http://localhost:5173/topic/communication--conflict-resolution--t-batna-your-best-alternative	Communication	Conflict Resolution	pro	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-building-a-conflict-competent-culture	Building a Conflict-Competent Culture	A micro-lesson that makes Building a Conflict-Competent Culture usable.	http://localhost:5173/topic/communication--conflict-resolution--t-building-a-conflict-competent-culture	Communication	Conflict Resolution	pro	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-conflict-prevention-agreements-before-arguments	Conflict Prevention: Agreements Before Arguments	A 1-minute de-risking session on Conflict Prevention: Agreements Before Arguments.	http://localhost:5173/topic/communication--conflict-resolution--t-conflict-prevention-agreements-before-arguments	Communication	Conflict Resolution	pro	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-constructive-vs-destructive-conflict	Constructive vs. Destructive Conflict	Learn Constructive vs. Destructive Conflict in one minute.	http://localhost:5173/topic/communication--conflict-resolution--t-constructive-vs-destructive-conflict	Communication	Conflict Resolution	pro	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-crucial-conversations-when-stakes-are-high	Crucial Conversations: When Stakes Are High	A quick win: understand Crucial Conversations: When Stakes Are High.	http://localhost:5173/topic/communication--conflict-resolution--t-crucial-conversations-when-stakes-are-high	Communication	Conflict Resolution	free	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-cultural-conflict-styles-around-the-world	Cultural Conflict Styles Around the World	A tiny lesson with a big payoff: Cultural Conflict Styles Around the World.	http://localhost:5173/topic/communication--conflict-resolution--t-cultural-conflict-styles-around-the-world	Communication	Conflict Resolution	pro	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-difficult-feedback-the-sbi-model	Difficult Feedback: The SBI Model	A quick win: understand Difficult Feedback: The SBI Model.	http://localhost:5173/topic/communication--conflict-resolution--t-difficult-feedback-the-sbi-model	Communication	Conflict Resolution	pro	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-forgiveness-as-a-resolution-tool	Forgiveness as a Resolution Tool	A micro-lesson that makes Forgiveness as a Resolution Tool usable.	http://localhost:5173/topic/communication--conflict-resolution--t-forgiveness-as-a-resolution-tool	Communication	Conflict Resolution	pro	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-forgiveness-the-science-of-letting-go	Forgiveness: The Science of Letting Go	Learn Forgiveness: The Science of Letting Go in one minute.	http://localhost:5173/topic/communication--conflict-resolution--t-forgiveness-the-science-of-letting-go	Communication	Conflict Resolution	free	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-labeling-emotions-to-tame-them	Labeling Emotions to Tame Them	A micro-lesson that makes Labeling Emotions to Tame Them usable.	http://localhost:5173/topic/communication--conflict-resolution--t-labeling-emotions-to-tame-them	Communication	Conflict Resolution	pro	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-mirroring-the-simplest-de-escalation-tool	Mirroring: The Simplest De-Escalation Tool	A short lesson to help you apply Mirroring: The Simplest De-Escalation Tool.	http://localhost:5173/topic/communication--conflict-resolution--t-mirroring-the-simplest-de-escalation-tool	Communication	Conflict Resolution	pro	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-nonviolent-communication-nvc	Nonviolent Communication (NVC)	Learn Nonviolent Communication (NVC) in one minute.	http://localhost:5173/topic/communication--conflict-resolution--t-nonviolent-communication-nvc	Communication	Conflict Resolution	pro	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-positions-vs-interests	Positions vs. Interests	A 1-minute de-risking session on Positions vs. Interests.	http://localhost:5173/topic/communication--conflict-resolution--t-positions-vs-interests	Communication	Conflict Resolution	pro	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-post-conflict-growth	Post-Conflict Growth	A tiny lesson with a big payoff: Post-Conflict Growth.	http://localhost:5173/topic/communication--conflict-resolution--t-post-conflict-growth	Communication	Conflict Resolution	pro	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-reframing-changing-the-lens	Reframing: Changing the Lens	A 1-minute de-risking session on Reframing: Changing the Lens.	http://localhost:5173/topic/communication--conflict-resolution--t-reframing-changing-the-lens	Communication	Conflict Resolution	pro	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-restorative-justice-healing-over-punishment	Restorative Justice: Healing Over Punishment	A 60-second lesson on Restorative Justice: Healing Over Punishment.	http://localhost:5173/topic/communication--conflict-resolution--t-restorative-justice-healing-over-punishment	Communication	Conflict Resolution	pro	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-the-90-second-rule	The 90-Second Rule	A tiny lesson with a big payoff: The 90-Second Rule.	http://localhost:5173/topic/communication--conflict-resolution--t-the-90-second-rule	Communication	Conflict Resolution	pro	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-the-amygdala-hijack	The Amygdala Hijack	Learn The Amygdala Hijack in one minute.	http://localhost:5173/topic/communication--conflict-resolution--t-the-amygdala-hijack	Communication	Conflict Resolution	free	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-the-avoider-s-trap	The Avoider's Trap	A micro-lesson that makes The Avoider's Trap usable.	http://localhost:5173/topic/communication--conflict-resolution--t-the-avoider-s-trap	Communication	Conflict Resolution	pro	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-the-caucus-private-conversations-in-mediation	The Caucus: Private Conversations in Mediation	A quick, practical guide to The Caucus: Private Conversations in Mediation.	http://localhost:5173/topic/communication--conflict-resolution--t-the-caucus-private-conversations-in-mediation	Communication	Conflict Resolution	pro	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-the-collaboration-ideal	The Collaboration Ideal	A fast breakdown of The Collaboration Ideal for builders.	http://localhost:5173/topic/communication--conflict-resolution--t-the-collaboration-ideal	Communication	Conflict Resolution	pro	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-the-conflict-escalation-ladder	The Conflict Escalation Ladder	Learn The Conflict Escalation Ladder in one minute.	http://localhost:5173/topic/communication--conflict-resolution--t-the-conflict-escalation-ladder	Communication	Conflict Resolution	pro	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-the-mediator-s-neutrality	The Mediator's Neutrality	A quick win: understand The Mediator's Neutrality.	http://localhost:5173/topic/communication--conflict-resolution--t-the-mediator-s-neutrality	Communication	Conflict Resolution	free	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-the-reset-conversation	The Reset Conversation	A tiny lesson with a big payoff: The Reset Conversation.	http://localhost:5173/topic/communication--conflict-resolution--t-the-reset-conversation	Communication	Conflict Resolution	pro	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-the-role-of-identity-in-conflict	The Role of Identity in Conflict	A micro-lesson that makes The Role of Identity in Conflict usable.	http://localhost:5173/topic/communication--conflict-resolution--t-the-role-of-identity-in-conflict	Communication	Conflict Resolution	pro	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-thomas-kilmann-s-five-conflict-styles	Thomas-Kilmann's Five Conflict Styles	A short lesson to help you apply Thomas-Kilmann's Five Conflict Styles.	http://localhost:5173/topic/communication--conflict-resolution--t-thomas-kilmann-s-five-conflict-styles	Communication	Conflict Resolution	free	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-what-is-conflict-really	What Is Conflict, Really?	A 60-second lesson on What Is Conflict, Really?.	http://localhost:5173/topic/communication--conflict-resolution--t-what-is-conflict-really	Communication	Conflict Resolution	free	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-when-competing-is-the-right-move	When Competing Is the Right Move	Learn When Competing Is the Right Move in one minute.	http://localhost:5173/topic/communication--conflict-resolution--t-when-competing-is-the-right-move	Communication	Conflict Resolution	pro	2026-01-01T00:00:01.000Z
communication--conflict-resolution--t-when-not-to-resolve-strategic-disengagement	When Not to Resolve: Strategic Disengagement	A 60-second lesson on When Not to Resolve: Strategic Disengagement.	http://localhost:5173/topic/communication--conflict-resolution--t-when-not-to-resolve-strategic-disengagement	Communication	Conflict Resolution	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-building-global-communication-competence	Building Global Communication Competence	A 1-minute de-risking session on Building Global Communication Competence.	http://localhost:5173/topic/communication--cross-cultural-communication--t-building-global-communication-competence	Communication	Cross-Cultural Communication	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-cross-cultural-negotiation-styles	Cross-Cultural Negotiation Styles	A quick win: understand Cross-Cultural Negotiation Styles.	http://localhost:5173/topic/communication--cross-cultural-communication--t-cross-cultural-negotiation-styles	Communication	Cross-Cultural Communication	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-cultural-intelligence-cq-the-skill-of-adaptation	Cultural Intelligence (CQ): The Skill of Adaptation	A 60-second lesson on Cultural Intelligence (CQ): The Skill of Adaptation.	http://localhost:5173/topic/communication--cross-cultural-communication--t-cultural-intelligence-cq-the-skill-of-adaptation	Communication	Cross-Cultural Communication	free	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-culture-shock-the-u-curve	Culture Shock: The U-Curve	A micro-lesson that makes Culture Shock: The U-Curve usable.	http://localhost:5173/topic/communication--cross-cultural-communication--t-culture-shock-the-u-curve	Communication	Cross-Cultural Communication	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-digital-culture-the-emerging-global-tribe	Digital Culture: The Emerging Global Tribe	A quick, practical guide to Digital Culture: The Emerging Global Tribe.	http://localhost:5173/topic/communication--cross-cultural-communication--t-digital-culture-the-emerging-global-tribe	Communication	Cross-Cultural Communication	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-erin-meyer-s-culture-map	Erin Meyer's Culture Map	A micro-lesson that makes Erin Meyer's Culture Map usable.	http://localhost:5173/topic/communication--cross-cultural-communication--t-erin-meyer-s-culture-map	Communication	Cross-Cultural Communication	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-ethnocentrism-the-default-bias	Ethnocentrism: The Default Bias	A 1-minute de-risking session on Ethnocentrism: The Default Bias.	http://localhost:5173/topic/communication--cross-cultural-communication--t-ethnocentrism-the-default-bias	Communication	Cross-Cultural Communication	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-expatriate-failure-why-assignments-go-wrong	Expatriate Failure: Why Assignments Go Wrong	A micro-lesson that makes Expatriate Failure: Why Assignments Go Wrong usable.	http://localhost:5173/topic/communication--cross-cultural-communication--t-expatriate-failure-why-assignments-go-wrong	Communication	Cross-Cultural Communication	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-eye-contact-respect-or-confrontation	Eye Contact: Respect or Confrontation?	Learn Eye Contact: Respect or Confrontation? in one minute.	http://localhost:5173/topic/communication--cross-cultural-communication--t-eye-contact-respect-or-confrontation	Communication	Cross-Cultural Communication	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-gestures-that-get-lost-in-translation	Gestures That Get Lost in Translation	A fast breakdown of Gestures That Get Lost in Translation for builders.	http://localhost:5173/topic/communication--cross-cultural-communication--t-gestures-that-get-lost-in-translation	Communication	Cross-Cultural Communication	free	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-gift-giving-etiquette-a-minefield-of-meaning	Gift-Giving Etiquette: A Minefield of Meaning	Learn Gift-Giving Etiquette: A Minefield of Meaning in one minute.	http://localhost:5173/topic/communication--cross-cultural-communication--t-gift-giving-etiquette-a-minefield-of-meaning	Communication	Cross-Cultural Communication	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-global-virtual-teams-the-new-frontier	Global Virtual Teams: The New Frontier	A short lesson to help you apply Global Virtual Teams: The New Frontier.	http://localhost:5173/topic/communication--cross-cultural-communication--t-global-virtual-teams-the-new-frontier	Communication	Cross-Cultural Communication	free	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-high-context-vs-low-context-cultures	High-Context vs. Low-Context Cultures	A quick, practical guide to High-Context vs. Low-Context Cultures.	http://localhost:5173/topic/communication--cross-cultural-communication--t-high-context-vs-low-context-cultures	Communication	Cross-Cultural Communication	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-hofstede-s-cultural-dimensions	Hofstede's Cultural Dimensions	A 1-minute de-risking session on Hofstede's Cultural Dimensions.	http://localhost:5173/topic/communication--cross-cultural-communication--t-hofstede-s-cultural-dimensions	Communication	Cross-Cultural Communication	free	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-humor-across-cultures-what-s-funny-where	Humor Across Cultures: What's Funny Where?	A 1-minute de-risking session on Humor Across Cultures: What's Funny Where?.	http://localhost:5173/topic/communication--cross-cultural-communication--t-humor-across-cultures-what-s-funny-where	Communication	Cross-Cultural Communication	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-individualism-vs-collectivism	Individualism vs. Collectivism	A short lesson to help you apply Individualism vs. Collectivism.	http://localhost:5173/topic/communication--cross-cultural-communication--t-individualism-vs-collectivism	Communication	Cross-Cultural Communication	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-lost-in-translation-untranslatable-words	Lost in Translation: Untranslatable Words	A 60-second lesson on Lost in Translation: Untranslatable Words.	http://localhost:5173/topic/communication--cross-cultural-communication--t-lost-in-translation-untranslatable-words	Communication	Cross-Cultural Communication	free	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-negotiation-styles-east-vs-west	Negotiation Styles: East vs. West	A quick win: understand Negotiation Styles: East vs. West.	http://localhost:5173/topic/communication--cross-cultural-communication--t-negotiation-styles-east-vs-west	Communication	Cross-Cultural Communication	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-personal-space-the-invisible-bubble	Personal Space: The Invisible Bubble	One-minute skill: Personal Space: The Invisible Bubble.	http://localhost:5173/topic/communication--cross-cultural-communication--t-personal-space-the-invisible-bubble	Communication	Cross-Cultural Communication	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-power-distance-who-decides	Power Distance: Who Decides?	A tiny lesson with a big payoff: Power Distance: Who Decides?.	http://localhost:5173/topic/communication--cross-cultural-communication--t-power-distance-who-decides	Communication	Cross-Cultural Communication	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-saying-no-around-the-world	Saying 'No' Around the World	Learn Saying 'No' Around the World in one minute.	http://localhost:5173/topic/communication--cross-cultural-communication--t-saying-no-around-the-world	Communication	Cross-Cultural Communication	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-silence-the-language-that-speaks-volumes	Silence: The Language That Speaks Volumes	A fast breakdown of Silence: The Language That Speaks Volumes for builders.	http://localhost:5173/topic/communication--cross-cultural-communication--t-silence-the-language-that-speaks-volumes	Communication	Cross-Cultural Communication	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-the-dmis-stages-of-cultural-sensitivity	The DMIS: Stages of Cultural Sensitivity	A fast breakdown of The DMIS: Stages of Cultural Sensitivity for builders.	http://localhost:5173/topic/communication--cross-cultural-communication--t-the-dmis-stages-of-cultural-sensitivity	Communication	Cross-Cultural Communication	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-the-global-citizen-mindset	The Global Citizen Mindset	A 60-second lesson on The Global Citizen Mindset.	http://localhost:5173/topic/communication--cross-cultural-communication--t-the-global-citizen-mindset	Communication	Cross-Cultural Communication	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-the-sapir-whorf-hypothesis	The Sapir-Whorf Hypothesis	A short lesson to help you apply The Sapir-Whorf Hypothesis.	http://localhost:5173/topic/communication--cross-cultural-communication--t-the-sapir-whorf-hypothesis	Communication	Cross-Cultural Communication	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-third-culture-building	Third Culture Building	A quick, practical guide to Third Culture Building.	http://localhost:5173/topic/communication--cross-cultural-communication--t-third-culture-building	Communication	Cross-Cultural Communication	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-time-orientation-clock-vs-event	Time Orientation: Clock vs. Event	Learn Time Orientation: Clock vs. Event in one minute.	http://localhost:5173/topic/communication--cross-cultural-communication--t-time-orientation-clock-vs-event	Communication	Cross-Cultural Communication	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-touch-from-handshakes-to-hugs	Touch: From Handshakes to Hugs	A 60-second lesson on Touch: From Handshakes to Hugs.	http://localhost:5173/topic/communication--cross-cultural-communication--t-touch-from-handshakes-to-hugs	Communication	Cross-Cultural Communication	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-uncertainty-avoidance-comfort-with-ambiguity	Uncertainty Avoidance: Comfort with Ambiguity	A 1-minute de-risking session on Uncertainty Avoidance: Comfort with Ambiguity.	http://localhost:5173/topic/communication--cross-cultural-communication--t-uncertainty-avoidance-comfort-with-ambiguity	Communication	Cross-Cultural Communication	pro	2026-01-01T00:00:01.000Z
communication--cross-cultural-communication--t-what-is-culture-really	What Is Culture, Really?	Learn What Is Culture, Really? in one minute.	http://localhost:5173/topic/communication--cross-cultural-communication--t-what-is-culture-really	Communication	Cross-Cultural Communication	free	2026-01-01T00:00:01.000Z
communication--emotional-intelligence--t-body-signals-your-emotional-dashboard	Body Signals: Your Emotional Dashboard	A quick win: understand Body Signals: Your Emotional Dashboard.	http://localhost:5173/topic/communication--emotional-intelligence--t-body-signals-your-emotional-dashboard	Communication	Emotional Intelligence	pro	2026-01-01T00:00:01.000Z
communication--emotional-intelligence--t-cognitive-empathy-thinking-what-they-think	Cognitive Empathy: Thinking What They Think	A 1-minute de-risking session on Cognitive Empathy: Thinking What They Think.	http://localhost:5173/topic/communication--emotional-intelligence--t-cognitive-empathy-thinking-what-they-think	Communication	Emotional Intelligence	free	2026-01-01T00:00:01.000Z
communication--emotional-intelligence--t-cognitive-reappraisal-changing-the-story	Cognitive Reappraisal: Changing the Story	A short lesson to help you apply Cognitive Reappraisal: Changing the Story.	http://localhost:5173/topic/communication--emotional-intelligence--t-cognitive-reappraisal-changing-the-story	Communication	Emotional Intelligence	pro	2026-01-01T00:00:01.000Z
communication--emotional-intelligence--t-compassionate-empathy-the-action-bridge	Compassionate Empathy: The Action Bridge	A tiny lesson with a big payoff: Compassionate Empathy: The Action Bridge.	http://localhost:5173/topic/communication--emotional-intelligence--t-compassionate-empathy-the-action-bridge	Communication	Emotional Intelligence	pro	2026-01-01T00:00:01.000Z
communication--emotional-intelligence--t-dark-eq-when-emotional-skills-go-wrong	Dark EQ: When Emotional Skills Go Wrong	A short lesson to help you apply Dark EQ: When Emotional Skills Go Wrong.	http://localhost:5173/topic/communication--emotional-intelligence--t-dark-eq-when-emotional-skills-go-wrong	Communication	Emotional Intelligence	pro	2026-01-01T00:00:01.000Z
communication--emotional-intelligence--t-emotional-agility-in-difficult-conversations	Emotional Agility in Difficult Conversations	A tiny lesson with a big payoff: Emotional Agility in Difficult Conversations.	http://localhost:5173/topic/communication--emotional-intelligence--t-emotional-agility-in-difficult-conversations	Communication	Emotional Intelligence	pro	2026-01-01T00:00:01.000Z
communication--emotional-intelligence--t-emotional-contagion-catching-feelings	Emotional Contagion: Catching Feelings	A 1-minute de-risking session on Emotional Contagion: Catching Feelings.	http://localhost:5173/topic/communication--emotional-intelligence--t-emotional-contagion-catching-feelings	Communication	Emotional Intelligence	free	2026-01-01T00:00:01.000Z
communication--emotional-intelligence--t-emotional-empathy-feeling-what-they-feel	Emotional Empathy: Feeling What They Feel	A 60-second lesson on Emotional Empathy: Feeling What They Feel.	http://localhost:5173/topic/communication--emotional-intelligence--t-emotional-empathy-feeling-what-they-feel	Communication	Emotional Intelligence	pro	2026-01-01T00:00:01.000Z
communication--emotional-intelligence--t-emotional-granularity-name-it-to-tame-it	Emotional Granularity: Name It to Tame It	A 60-second lesson on Emotional Granularity: Name It to Tame It.	http://localhost:5173/topic/communication--emotional-intelligence--t-emotional-granularity-name-it-to-tame-it	Communication	Emotional Intelligence	pro	2026-01-01T00:00:01.000Z
communication--emotional-intelligence--t-emotional-suppression-the-hidden-cost	Emotional Suppression: The Hidden Cost	A short lesson to help you apply Emotional Suppression: The Hidden Cost.	http://localhost:5173/topic/communication--emotional-intelligence--t-emotional-suppression-the-hidden-cost	Communication	Emotional Intelligence	pro	2026-01-01T00:00:01.000Z
communication--emotional-intelligence--t-emotions-are-data-not-noise	Emotions Are Data, Not Noise	A 60-second lesson on Emotions Are Data, Not Noise.	http://localhost:5173/topic/communication--emotional-intelligence--t-emotions-are-data-not-noise	Communication	Emotional Intelligence	pro	2026-01-01T00:00:01.000Z
communication--emotional-intelligence--t-empathy-fatigue-when-caring-hurts	Empathy Fatigue: When Caring Hurts	A short lesson to help you apply Empathy Fatigue: When Caring Hurts.	http://localhost:5173/topic/communication--emotional-intelligence--t-empathy-fatigue-when-caring-hurts	Communication	Emotional Intelligence	pro	2026-01-01T00:00:01.000Z
